"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"261028",21981,"F218264","07/11/2015 01:45:00 AM","003XX N LOREL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1523,15,28,25,"01A",1140650,1901706,2015,"05/04/2016 03:46:16 PM",41.886368384,-87.758959007,"(41.886368384, -87.758959007)"
"261509",22056,"HY397947","08/26/2015 11:37:00 AM","030XX W VAN BUREN ST","0110","HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY","true","false",1134,11,28,27,"01A",1155960,1898002,2015,"06/23/2016 03:46:04 PM",41.875909279,-87.702836558,"(41.875909279, -87.702836558)"
"261510",22057,"HY397947","08/26/2015 02:07:00 PM","030XX W VAN BUREN ST","0110","HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY","true","false",1134,11,28,27,"01A",1155960,1898002,2015,"06/23/2016 03:46:04 PM",41.875909279,-87.702836558,"(41.875909279, -87.702836558)"
"262210",10164471,"HY352580","07/23/2015 04:48:00 PM","035XX N CENTRAL AVE","0142","HOMICIDE","RECKLESS HOMICIDE","STREET","true","false",1633,16,38,15,"01B",1138403,1922795,2015,"08/06/2016 03:51:32 PM",41.944279991,-87.766698991,"(41.944279991, -87.766698991)"
"262309",22205,"HY223326","04/15/2015 05:50:00 PM","025XX W MOFFAT ST","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false",1434,14,1,22,"01A",NA,NA,2015,"08/24/2016 03:48:50 PM",NA,NA,""
"262314",22190,"HY515241","11/26/2015 12:06:00 AM","033XX W VAN BUREN ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1134,11,28,27,"01A",1153975,1897823,2015,"08/25/2016 03:47:54 PM",41.875457866,-87.710129573,"(41.875457866, -87.710129573)"
"262319",10156667,"HY345298","07/18/2015 03:17:00 AM","0000X W WACKER DR","0142","HOMICIDE","RECKLESS HOMICIDE","STREET","true","false",111,1,42,32,"01B",1175712,1902172,2015,"08/26/2016 03:52:51 PM",41.88693095,-87.63018934,"(41.88693095, -87.63018934)"
"262350",22118,"HX354510","05/11/2015 06:45:00 AM","049XX W 46TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",814,8,23,56,"01A",NA,NA,2015,"08/31/2016 03:49:09 PM",NA,NA,""
"262368",22074,"HY407689","09/02/2015 06:03:00 PM","059XX W DIVERSEY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PARKING LOT","true","false",2514,25,30,19,"01A",1136133,1917995,2015,"09/02/2016 03:49:26 PM",41.931149149,-87.775157527,"(41.931149149, -87.775157527)"
"262504",22144,"HY460909","10/13/2015 09:50:00 PM","082XX S LAFAYETTE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","true","false",622,6,21,44,"01A",1177377,1850200,2015,"09/29/2016 03:45:40 PM",41.744277684,-87.625646863,"(41.744277684, -87.625646863)"
"262548",22831,"HR264876","01/29/2015 12:01:00 AM","023XX N MOODY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2512,25,29,19,"01A",NA,NA,2015,"10/09/2016 03:49:15 PM",NA,NA,""
"262629",22096,"HY422355","09/14/2015 12:43:00 AM","108XX S MORGAN ST","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","false",2234,22,34,75,"01A",1171584,1832762,2015,"10/25/2016 03:49:32 PM",41.696554057,-87.647382098,"(41.696554057, -87.647382098)"
"262697",22935,"HY531109","11/26/2015 09:30:00 PM","019XX W HARRISON ST","0110","HOMICIDE","FIRST DEGREE MURDER","HOSPITAL","false","false",1231,12,2,28,"01A",NA,NA,2015,"11/08/2016 03:49:55 PM",NA,NA,""
"262727",22958,"HY411806","09/05/2015 10:48:00 PM","002XX N HAMLIN BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY","true","false",1122,11,28,27,"01A",NA,NA,2015,"11/17/2016 03:55:00 PM",NA,NA,""
"262766",22231,"HY547693","12/23/2015 02:30:00 PM","011XX N LECLAIRE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1531,15,37,25,"01A",1142157,1907026,2015,"11/29/2016 03:46:42 PM",41.900939282,-87.753292795,"(41.900939282, -87.753292795)"
"262775",22990,"HY433114","09/25/2015 03:50:00 PM","058XX S PULASKI RD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",813,8,13,62,"01A",NA,NA,2015,"11/30/2016 03:49:37 PM",NA,NA,""
"262777",22206,"HY524769","12/04/2015 04:24:00 PM","041XX W 21ST ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1012,10,24,29,"01A",1149022,1889766,2015,"12/01/2016 03:49:31 PM",41.853445736,-87.728523633,"(41.853445736, -87.728523633)"
"262881",21940,"HY313340","06/23/2015 08:57:00 PM","002XX E 35TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",211,2,2,35,"01A",1178598,1881840,2015,"01/04/2017 03:44:17 PM",41.831073285,-87.620211441,"(41.831073285, -87.620211441)"
"262891",21901,"HY283451","06/02/2015 02:29:00 PM","001XX N KARLOV AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PORCH","true","false",1114,11,28,26,"01A",1149043,1900361,2015,"01/06/2017 03:52:50 PM",41.882519264,-87.728172413,"(41.882519264, -87.728172413)"
"262914",22053,"HY395938","08/25/2015 06:53:00 PM","011XX N CICERO AVE","0110","HOMICIDE","FIRST DEGREE MURDER","GAS STATION","true","false",1531,15,37,25,"01A",1144151,1907349,2015,"01/13/2017 03:52:31 PM",41.9017884,-87.745960471,"(41.9017884, -87.745960471)"
"262951",21864,"HY264682","05/18/2015 12:54:00 AM","078XX S SOUTH SHORE DR","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",421,4,7,43,"01A",NA,NA,2015,"01/24/2017 03:55:11 PM",NA,NA,""
